student_id,section_id,course_title,subject,course_num,section_num,credits,grade
10552,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6901,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10915,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8600,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12527,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6691,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8234,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6545,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12451,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12150,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7571,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10670,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11768,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9836,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9632,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7442,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6383,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12276,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12296,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10456,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8218,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8299,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11193,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12275,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12212,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11540,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10527,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6312,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6808,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12285,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10244,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5762,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6449,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10698,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5742,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6804,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9785,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10923,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10606,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7302,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11084,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7405,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11338,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10588,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11971,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10651,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9940,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6387,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7628,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7460,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12747,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8650,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12243,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10441,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11626,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10008,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9407,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7068,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11165,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7752,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5844,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10554,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6923,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12551,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12633,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12388,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8467,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5793,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12474,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8926,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12710,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12692,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11995,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7861,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8587,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11984,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8042,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6862,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9849,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12523,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10956,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9954,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6415,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10312,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12850,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6703,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9543,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11302,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10963,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11007,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8381,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7855,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11718,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11723,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12085,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12378,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9506,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9458,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11648,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10590,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11003,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11632,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12230,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8210,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8510,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6390,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10019,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5925,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9194,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7799,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5882,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5936,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11802,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8386,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6640,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9574,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11477,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7234,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10374,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6321,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6052,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9646,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9720,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10491,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11194,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12765,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9530,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8090,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11628,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7673,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8991,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6267,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12686,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11887,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10955,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8778,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6892,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6783,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7510,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9789,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11103,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10671,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7745,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12639,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11286,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9829,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10286,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8863,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7490,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8353,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11410,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5788,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6566,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6005,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5963,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12011,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11016,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9262,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6420,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9400,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9256,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6891,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8966,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8694,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10318,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10472,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8503,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10399,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9466,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12018,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10659,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6815,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6204,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10530,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5855,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10079,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12549,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9997,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8611,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10537,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9135,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9760,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12557,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8595,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12677,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12328,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7073,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6194,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6444,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5809,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6393,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10852,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6209,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8058,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11944,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5839,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11751,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7761,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6584,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10961,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10423,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12151,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11265,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11681,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7762,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6926,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11364,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11702,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12853,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8807,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8482,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11518,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8232,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12489,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12030,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8930,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11366,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11389,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6462,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12310,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9476,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11827,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8067,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12265,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8619,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
5770,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6368,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8061,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12610,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9981,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10446,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9056,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
7852,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8135,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10769,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11376,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11605,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
11593,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9422,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6100,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9791,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
9003,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
12216,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
8313,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6575,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6717,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10337,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6446,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
6311,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
10995,901,Skills for Business Analysis,231 GENBUS,106,001,3,CR
